unitid,pell_pct_of_cohort
138293,0.6464088397790055
138309,0.5
138354,0.37661351556567957
138558,0.4277456647398844
138600,0.39114391143911437
138716,0.6960167714884696
138868,0.6129032258064516
138901,0.8
138947,0.7427536231884058
139144,0.23734729493891799
139153,0.6875
139199,0.4727272727272727
139205,0.6106194690265486
139250,0.546742209631728
139311,0.7390350877192983
139366,0.49696356275303644
139393,0.26744186046511625
139463,0.5700483091787439
139579,0.7142857142857143
139630,0.47413793103448276
139658,0.1887905604719764
139719,0.8195121951219512
139755,0.11385014596172559
139764,0.4625668449197861
139861,0.18206521739130435
139931,0.3785998013902681
139940,0.5723427935447969
139959,0.19188262195121952
139968,0.6575342465753424
140234,0.44866920152091255
140252,0.5934065934065934
140340,0.32432432432432434
140447,0.24363636363636362
140553,0.5532286212914486
140696,0.440625
140720,0.84
140818,0.46096654275092935
140872,0.40225563909774437
140951,0.22977178423236513
140960,0.7801608579088471
140988,0.5210727969348659
141060,0.5364120781527532
141167,0.5454545454545454
141185,0.6014492753623188
141237,0.42028985507246375
141264,0.47560975609756095
141325,0.5294117647058824
141334,0.5172855313700384
141361,0.36127167630057805
141486,0.4166666666666667
141565,0.4810810810810811
141574,0.28023758099352053
141644,0.3446808510638298
141839,0.5555555555555556
141981,0.3389121338912134
142090,0.5416666666666666
142115,0.3136342484876687
142276,0.3960650128314799
142285,0.3849129593810445
142294,0.29292929292929293
142328,0.49746192893401014
142461,0.3488372093023256
142522,0.3059210526315789
143048,0.21314387211367672
143084,0.252212389380531
143118,0.4528
143288,0.660377358490566
143358,0.24242424242424243
144005,0.7654320987654321
144050,0.11465798045602606
144281,0.35374149659863946
144351,0.4452054794520548
144740,0.2951471758154336
144883,0.7604790419161677
144892,0.49257884972170685
144962,0.4121338912133891
144971,0.47560975609756095
145336,0.6798029556650246
145372,0.4807692307692308
145497,0
145600,0.5785817655571636
145619,0.41294642857142855
145637,0.21872103799814643
145646,0.2311111111111111
145691,0.4769874476987448
145725,0.3130252100840336
145813,0.29850746268656714
146339,0.32413793103448274
146427,0.35751295336787564
146481,0.49157303370786515
146612,0.36546762589928056
146719,0.2488605287146764
146755,0
147013,0.4415204678362573
147129,0.5555555555555556
147244,0.44258373205741625
147341,0.43333333333333335
147369,0.29396984924623115
147536,0.875
147660,0.2988313856427379
147679,0.3743016759776536
147703,0.48008948545861296
147767,0.15308151093439365
147776,0.5779036827195467
147828,0.3095890410958904
148131,0.44964028776978415
148405,0.524390243902439
148487,0.4715261958997722
148496,0.629399585921325
148584,0.35359116022099446
148627,0.6338709677419355
148654,0.4645669291338583
148876,0.8153846153846154
149028,0
149222,0.5136890951276102
149231,0.34347826086956523
149329,0.5714285714285714
149505,0.33157894736842103
149514,0.4864864864864865
149639,0.25
149772,0.5452729693741678
149781,0.20330578512396694
150066,0.34679334916864607
150136,0.3360091743119266
150145,0.45353159851301117
150163,0.14989293361884368
150172,0.5263157894736842
150400,0.16778523489932887
150455,0.28174603174603174
150534,0.24271844660194175
150604,0.39100346020761245
150668,0.3352272727272727
150677,0.3247863247863248
150756,0.3190789473684211
150774,0.30337078651685395
150941,0.3285024154589372
151102,0.4195361911454673
151111,0.41400388996943593
151263,0.2928870292887029
151290,0.4564102564102564
151306,0.36273904996915485
151324,0.5330922242314647
